"lat","lng"
40.718456,17.372392
3.08986207,101.48503085
3.08986207,101.48503085
28.65636633,77.23081284
35.66751669,139.70610819
1.85867428,102.9222513
38.78346933,16.29294336
50.47279512,16.18469403
52.98765881,5.9665851
36.96882099,27.29278564
-6.95569361,110.39362907
39.9795537,-0.06364283
52.65371201,4.80494499
13.95299423,122.29698479
24.23262321,55.69089785
34.91420678,137.00767482
14.09485932,120.93838307
53.48379841,-2.05338474
16.87931824,96.15869904
14.68753129,121.03662471
46.01650319,11.90960535
14.62544014,121.07462686
35.67116875,139.70764697
3.58221288,98.67142294
48.85544,2.298975
3.58221288,98.67142294
3.58221288,98.67142294
13.90377412,100.52846619
54.10801486,-6.26015428
40.75099148,-73.98887973
40.75099148,-73.98887973
40.75099148,-73.98887973
40.1438467,-3.97253776
38.45578229,27.09543073
38.34002374,26.38699399
38.34002374,26.38699399
50.50757251,30.40897608
44.83985125,-0.58600081
40.75099148,-73.98887973
35.73258079,139.71503431
-7.27436853,112.79112515
35.63693921,139.69310761
40.75696608,-73.99850087
21.13958793,-86.83731079
33.38040505,-111.78543496
14.53764983,120.98130518
35.63690874,139.69317555
35.5998031,139.612615
35.71552833,139.85967585
4.72142985,-74.22240773
14.45207441,120.97707023
33.35487134,-111.78966522
35.45466392,139.39813245
41.79078479,-87.58305073
33.60457913,133.68670271
26.41017498,-81.416455
35.13328208,-80.70747279
40.99774898,28.83659358
35.73258079,139.71503431
35.73258079,139.71503431
14.76962892,121.07901336
35.71552507,139.85968022
37.78447695,-122.40634498
33.63105398,-117.8055062
-15.78873952,-47.85191735
-23.41821837,-46.78187523
-23.41821837,-46.78187523
-23.41821837,-46.78187523
-23.59314015,-46.84826299
-23.82087389,-45.37504309
-23.775312,-45.357024
-23.82087389,-45.37504309
-23.82087681,-45.37510735
-22.48233333,-44.4895
-23.82087389,-45.37504309
-23.77878672,-45.35820811
-23.77782675,-45.35842379
-23.80997536,-45.36533516
-23.77782675,-45.35842379
-23.7903124,-45.36355734
-23.82087681,-45.37510735
-23.82005506,-45.36872864
-24.30321336,-46.97133782
-24.32350108,-46.99669364
-23.55011033,-46.63136244
-23.5568764,-46.6352124
-23.63906422,-46.62645833
-23.63906422,-46.62645833
-23.63906422,-46.62645833
-23.63906422,-46.62645833
-23.63906422,-46.62645833
-23.50128349,-46.69845406
-23.54368777,-46.63258553
-23.33270029,-46.68643355
-23.33118223,-46.68543897
-23.48311775,-46.87360124
-23.52627738,-46.68134809
-13.00458632,-38.53300918
-13.00458632,-38.53300918
-12.97375859,-38.50937328
-12.91451584,-38.35310358
-12.577635,-38.007457
-23.532055,-47.088425
-23.532055,-47.088425
-23.57669564,-47.13912265
45.98923678,-66.65035103
-12.57793665,-38.00381184
-12.95408526,-38.35245987
-23.52352958,-46.65989979
-23.5615,-46.695
10.768683,106.694191
-23.5615,-46.695
-23.5615,-46.695
-23.48311775,-46.87360124
-23.48916491,-46.69856258
-23.54261526,-46.19200183
-23.55069061,-46.63314343
-23.36405378,-46.02823272
-23.48916491,-46.69856258
53.56108629,9.96737677
-23.58035446,-46.77224972
-23.58035446,-46.77224972
-23.54949566,-46.57047432
-23.54949566,-46.57047432
-23.54949566,-46.57047432
-23.54949566,-46.57047432
-23.54949566,-46.57047432
-23.54949566,-46.57047432
-23.48311775,-46.87360124
-23.48311775,-46.87360124
28.56283206,77.1195817
37.77485,-122.420862
15.18789331,120.54930925
37.77485,-122.420862
35.83343924,138.39098953
18.51396,-69.85331
35.83343562,138.39100293
28.38705903,-81.49813862
11.01401361,-74.82824564
-34.62335589,-58.36377147
40.74606447,-73.99055263
43.63110544,-79.42308426
14.45395814,120.97566415
53.45928426,-3.02501678
40.90952343,-73.78327847
45.97279777,-89.88855076
19.34540972,-99.17007012
14.31099606,121.09400177
22.28780833,114.14203889
29.30324268,47.93622561
51.50967731,-0.13374567
38.80735453,-90.91658048
40.21931189,-85.45878824
37.78912635,-122.40222963
36.79240374,-76.16727948
40.75726193,-73.9968574
41.44019434,2.19842089
40.76072425,-73.99894849
45.04147738,7.35109806
41.00511381,28.62592921
41.00511381,28.62592921
41.83216465,-87.79686385
47.28356738,-2.23351679
38.04677079,-1.08450831
50.77529284,5.72568422
-19.96770192,-44.19679642
6.13857,100.37008
19.7713855,-97.55576051
6.02814,102.41201
39.75773667,30.53225
43.12007625,-79.06474499
35.16666794,-80.71099854
40.77527899,-73.97253297
42.59274279,-5.57736397
53.39064854,-2.89356709
41.04403208,28.91296864
36.24951426,-115.17075103
43.4796402,-83.97547407
14.56144785,120.99446842
40.76726681,-73.97624497
50.53580699,30.15982091
41.02672966,28.98021698
18.41502685,-66.17184872
40.9160841,38.33074466
-6.23416255,106.82847977
52.90361472,-1.36859723
-16.65114493,-49.29125036
19.29684595,-70.25770783
39.33219539,26.65687523
41.7623337,-87.68837186
53.84108415,9.40684422
39.33219539,26.65687523
-8.0533451,-34.88453245
14.16495059,121.24137282
56.32320313,44.00648311
45.82174155,16.0160923
53.2065234,5.78896051
25.84445709,49.57959585
45.72904046,8.43870431
-6.20365865,106.81867361
53.44566914,-1.93680421
40.63366229,-73.90709686
14.60962135,121.07912145
11.40840338,-69.68173027
24.46996514,54.34925858
58.18455692,8.14681292
40.76794183,29.94640695
35.58529754,139.68236446
40.22250115,-73.99832726
47.04330681,-0.87054733
51.32893381,5.97164344
-16.65114493,-49.29125036
0.53252884,101.44814014
14.44850887,120.98134999
14.44850887,120.98134999
57.73341737,12.92849159
-6.89768838,107.53718724
33.90570425,-84.37961599
41.36234792,2.15250492
-3.00850282,104.81863515
52.51571161,13.45404625
53.96380898,27.53604154
20.45494068,99.8880994
10.30094719,123.9828134
41.8927393,12.42342557
19.90178212,99.82469147
51.04889468,13.72208476
48.33793125,39.95369418
45.89550781,12.2957983
44.62273154,-110.56104183
45.44245349,10.94979974
46.78943032,-105.30556668
46.87826317,-99.75169121
-0.92263,119.88943
35.83345127,138.39102292
35.83346025,138.39102783
35.73263803,139.71503431
-33.45058235,-70.64634726
49.26163505,-122.88730192
32.75497853,-117.12977171
35.71545256,139.85977133
45.03424024,41.98078145
10.34056948,123.91291851
24.13874588,55.70207862
14.55133333,121.027
35.73263803,139.71503431
3.15978112,101.72661593
43.746454,-79.47905
40.75711,-73.997287
3.12036949,101.7312538
24.78319038,46.67121459
36.37573324,-79.73009118
41.62886119,-86.31332693
16.87931824,96.15869904
45.39964122,-65.96314922
36.7903371,-5.5552986
16.87931824,96.15869904
35.83343032,138.39101223
35.83344815,138.39101919
1.35668473,103.98847103
34.138005,-118.35354567
42.70666667,-83.379
34.25349317,-86.21111942
34.65602013,135.14415801
10.96085166,-74.78636983
41.842263,-8.406575
-7.974776,112.926837
40.88881474,-74.25970433
56.36981134,38.14443252
5.01578589,100.5416307
55.67172941,37.5157893
32.67929871,-117.17936039
41.96906198,-87.76128665
21.14584758,-86.84753346
42.35892446,-71.0273838
42.84725045,-73.74808906
10.49237982,-66.78003073
56.81717379,60.59364438
39.76964051,3.02561064
10.96552248,-74.79233185
41.00375291,28.98201577
-8.01373461,112.9453218
42.70221287,-83.29954147
-6.22933935,106.73812366
39.44655,-77.441864
57.28207603,-2.38271168
40.8845956,17.1665759
34.0809309,-117.71984696
41.50354759,2.3636055
38.735635,16.16159141
42.58004686,-83.07125598
34.41762466,-119.86965551
41.0185,28.8725
41.179249,29.612516
35.19149516,-111.64349556
51.50719323,-0.1275444
47.19417283,-1.52796932
38.94697724,-92.32303127
41.03764774,28.98957629
53.35841315,-6.26270976
2.2080569,102.2661184
-7.93060432,112.95450377
42.36650312,-71.01667643
-33.52435785,-70.62051464
40.22896526,28.84787765
-16.65114493,-49.29125036
40.67141436,-74.29115449
53.37686225,-1.49262719
52.48854219,-1.96636833
48.33693412,39.93965441
37.6584539,-122.1137236
45.42671376,12.35985059
46.83427587,29.58981271
53.39498064,-1.5272893
50.10677037,14.26872007
26.26319984,50.63016634
3.15709927,101.61112458
37.53106465,126.98147102
29.325459,48.015518
41.06310965,28.99231911
11.5974153,122.7450663
24.22307894,55.7212922
27.13027509,49.56906749
40.15135653,26.40082171
-6.20133254,106.7828652
46.95830268,1.99442365
10.29790493,123.98343443
45.45866797,9.17156277
28.64281868,77.21872085
10.31040152,123.89647007
49.061974,2.175381
45.47863298,-73.59596034
10.61256637,122.93379865
29.4895,81.13166667
46.62303332,-0.34805531
14.5007053,121.0629226
18.39008109,-66.18344106
14.56064549,120.99310175
40.7588641,-73.99594714
10.837971,106.621085
-23.96484254,-46.36247635
35.46409548,139.62297499
56.91323079,59.92842712
56.91347133,59.92836005
42.59842128,-5.56895028
14.45982296,120.97719669
-6.20329196,106.82163158
35.66199298,139.73300062
-6.22479826,106.80424333
35.60719886,139.50536724
46.10911147,13.15266969
3.11466667,101.66233333
16.40887772,120.59956429
23.56785281,58.16736674
31.9660281,35.9116263
49.49275567,11.08851198
38.11842934,20.62849548
40.1438467,-3.97253776
35.73272835,139.71503431
35.73272835,139.71503431
40.1438467,-3.97253776
32.46185731,-86.45730651
35.63695116,139.69314772
-2.14745115,-79.93225457
4.89813097,100.74281573
29.804738,-95.450776
22.88636703,-109.91157244
41.75980434,-72.67250857
55.75294377,37.63239697
52.57928176,-1.64406809
38.55474173,-121.73664444
3.02174473,101.54411308
36.262863,138.89998151
39.45848925,-86.41133954
35.5997721,139.6125918
33.52006005,-117.7640522
18.551001,-69.8577953
47.59500262,122.3316991
49.27682628,-123.0714753
41.29448006,-84.36791304
35.73213682,139.71503233
35.73109326,139.71498616
-6.91955788,107.61573758
27.70659694,-97.37119518
-16.65114493,-49.29125036
50.43909806,-124.51364335
-16.65114493,-49.29125036
35.5997844,139.6125773
4.64138906,-74.05938719
-34.65265319,-58.37596178
-16.65114493,-49.29125036
37.38187448,-119.64397123
-16.65114493,-49.29125036
-16.65114493,-49.29125036
36.85096618,-75.97656186
-16.65114493,-49.29125036
-16.65114493,-49.29125036
24.13874588,55.70207862
-2.170164,-79.91001
37.58248286,-84.79108269
42.15230481,14.49529874
37.58248286,-84.79108269
-24.11229929,-49.32725386
41.94146263,12.51723004
50.4548023,30.44571168
34.93741163,-95.76149103
-12.936186,-38.39538479
-34.612054,-58.365666
41.29035143,-81.3185677
37.03452225,27.43111789
52.3473875,0.2127025
40.75330051,-73.91447971
14.46052819,120.98189615
41.86155999,-87.7929645
25.29315863,51.50231302
38.99472357,-77.41051245
45.98923678,-66.65035103
39.4503355,-0.4036282
18.46471214,-66.11351013
-0.10416667,-78.49766667
43.1738057,-75.7311687
-2.170164,-79.91001
37.71704723,-1.17858422
25.26794493,51.55900955
32.71771674,-97.08464708
33.99440833,-117.75908961
47.18256075,19.31330435
28.7207646,-81.33454361
-2.170164,-79.91001
25.11734643,55.20020108
41.08815967,28.9706228
53.46290603,-2.29120731
53.472204,-2.298706
55.74025683,37.62383223
53.472204,-2.298706
53.472204,-2.298706
-2.170164,-79.91001
53.472204,-2.298706
53.472204,-2.298706
53.47093228,-2.2931154
53.472204,-2.298706
53.472204,-2.298706
32.33881493,-86.18028823
53.472204,-2.298706
53.47085752,-2.29509115
53.47144504,-2.29506969
40.70294819,0.58108427
53.40178828,-1.49927484
25.21628043,55.40869262
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30587188,-1.47635121
40.79929172,29.43749492
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
21.54913752,39.15151834
38.79520661,16.21103105
38.79520661,16.21103105
33.738,-117.9195
16.86142443,-99.88290641
42.597322,-5.566423
49.17687437,-0.35473963
49.17687437,-0.35473963
49.17687437,-0.35473963
40.51509186,-74.63397169
40.10590963,29.12359127
51.95647318,5.90680576
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
25.21620116,55.4078722
25.12498657,55.42681102
14.63429592,121.03402797
53.30653813,-1.47066711
37.37709746,-5.9869051
21.57294842,39.12835821
37.38447683,-5.99170872
26.1325,50.567
40.756058,-73.9789584
37.38618536,-5.99255919
26.1325,50.567
53.30653813,-1.47066711
34.86825952,-82.49931333
53.30653813,-1.47066711
37.7490454,-122.19149726
53.30653813,-1.47066711
53.30653813,-1.47066711
53.30653813,-1.47066711
53.3065701,-1.47074221
53.30653813,-1.47066711
53.3065701,-1.47074221
53.3065701,-1.47074221
53.3065701,-1.47074221
53.3065701,-1.47074221
56.90138248,60.59778131
53.3065701,-1.47074221
46.94850563,7.4363743
53.3065701,-1.47074221
53.3065701,-1.47074221
53.3065701,-1.47074221
53.3065701,-1.47074221
53.3065701,-1.47074221
53.3065701,-1.47074221
53.3065701,-1.47074221
35.46474212,139.6170044
14.5768242,121.05630242
41.87411263,3.06538906
-24.11261743,-49.32859656
39.5862805,2.658618
50.45201556,30.48731139
50.44881468,30.62439438
53.30587188,-1.47635121
53.30587188,-1.47635121
53.30587188,-1.47635121
53.31197401,-1.46047354
35.52266667,44.38883333
53.30587188,-1.47635121
53.30587188,-1.47635121
41.04456209,28.98689032
-37.82091769,145.0537685
45.04655802,41.96956605
41.08633895,29.00810082
51.43211165,-0.50276985
5.8157115,100.74584961
53.483938,-2.326538
53.80925282,-3.05506176
53.35418877,-2.28421211
40.75023,-73.99153
53.48030158,-2.23984838
53.79971425,-3.05558931
53.79971425,-3.05558931
-2.66880954,111.64085249
53.79971425,-3.05558931
53.23540251,-1.42759959
51.52843705,-0.13402462
53.30587188,-1.47635121
53.30587188,-1.47635121
53.30587188,-1.47635121
53.30587188,-1.47635121
53.30587188,-1.47635121
37.19309923,-7.42777427
53.30587188,-1.47635121
50.49306196,4.16025893
53.30587188,-1.47635121
45.84343955,6.61399761
37.5212155,127.02220285
-34.60290256,-58.38319735
-24.1134533,-49.33357622
-34.60290256,-58.38319735
49.37266667,28.51033333
14.46052819,120.98189615
13.89392231,100.55186969
-7.27436853,112.79112515
59.91319252,30.317581
41.05617378,29.01851339
39.7696441,3.0256501
38.72649006,35.52806102
10.60919529,122.9381321
35.71547242,139.85975068
38.79520661,16.21103105
35.63689438,139.69319733
38.67731187,15.89644711
32.9456647,-117.09130185
28.64281868,77.21872085
33.56628508,-117.66360278
19.09488881,72.87446022
-7.272936,112.785402
42.01020014,-93.6729359
-19.76157272,-47.91298745
11.414066,-69.678838
34.09062511,-118.38603258
39.4708439,-104.91103109
35.14004811,-81.86435835
50.46756347,-104.65378585
27.96545375,-82.47903793
-2.14465674,106.09630826
41.93525199,-87.70526918
-0.28522836,-78.53709477
50.43909806,-124.51364335
41.67362793,-91.5650849
-0.28522836,-78.53709477
37.48901181,-77.52788273
-0.28522836,-78.53709477
-0.28522836,-78.53709477
38.01957845,-87.5721018
42.35892446,-71.0273838
47.69146394,-121.91544305
-23.66651009,-46.79345579
-6.90450994,107.61766233
-9.57678386,-35.76798214
-9.57678386,-35.76798214
-9.57678386,-35.76798214
18.38591327,-66.09658459
-24.112405,-49.328353
29.31707764,48.03087017
44.4554622,-80.20080656
53.68434407,-1.79553693
5.11077162,100.4862012
-0.28264293,-78.53496211
59.27717359,10.49291602
-9.57678386,-35.76798214
11.00269807,-74.8004692
41.80495704,-72.24423601
14.58278635,120.98443648
-9.57678386,-35.76798214
-9.57678386,-35.76798214
23.03186594,-109.71749955
40.75966667,-73.92483333
41.01638553,28.97567148
28.44534,-81.39426
37.04594081,-119.77752834
40.735245,14.566326
58.24463165,25.59301196
45.70399907,9.66297888
40.75228629,-73.99808195
-8.69883333,115.16266667
25.11846656,55.19861698
52.29754781,-0.5849476
-23.49767538,-46.64452136
37.66074504,-8.77452073
36.86985889,30.72924723
52.9146764,-1.13822412
38.46709767,27.07499027
34.11470816,-118.16536102
-22.73366636,-47.34999543
25.21620116,55.4078722
51.50849,-0.167862
52.98094346,-1.14332917
17.03967399,-96.71014634
45.18741,5.71191
-23.4285989,-46.48246765
42.65083333,-5.21466667
-5.12559193,119.3438724
25.19729028,55.27620375
37.13419375,-8.45441549
47.5731239,-122.13748798
-23.4285989,-46.48246765
25.26717882,55.29670095
51.42872416,-0.11108014
22.48921638,88.39277193
28.30346475,-81.59774076
51.49100972,0.04716762
52.9218254,-1.4714661
40.96325215,29.0586042
42.35892446,-71.0273838
39.05770523,-77.08218919
18.45833588,-69.92351532
52.28433758,5.1549038
3.08434512,101.55004734
17.93828577,-66.95497064
41.06315682,28.1014405
53.65785216,-2.98250475
24.160194,55.807622
51.46270362,5.76955729
41.049637,28.99365613
-6.91965217,107.61255282
35.78208989,-83.54592588
50.8514659,-0.98574604
54.966953,41.430165
-6.231272,106.809322
-7.07864442,-41.46278964
40.98926741,28.8717723
-2.6687637,111.64103751
25.11448852,55.20353615
-6.25695282,106.85486019
-16.65114493,-49.29125036
52.1485836,4.76999789
-8.0533451,-34.88453245
-24.1134533,-49.33357622
49.94453754,40.54081637
-3.35869813,114.63720653
14.29089088,121.04326078
-6.29163477,106.80017127
35.63687726,139.69319366
1.51048259,103.70622723
41.08448525,-80.70371375
51.00907716,-2.23731814
14.58499556,121.05680466
35.83347006,138.3910352
53.59072567,-2.5770664
-6.22238967,106.79827019
10.29853681,123.96474838
37.5362317,127.12608703
16.69480263,121.546648
45.3930873,10.71424953
14.46052819,120.98189615
13.77167516,100.57201466
45.190534,5.733178
-6.91965217,107.61255282
13.74665942,100.53940773
38.72649006,35.52806102
38.26080704,140.8739624
38.72649006,35.52806102
29.32737093,48.03384947
45.4260033,12.36085581
25.71942176,32.65343289
25.70197481,32.64179448
-7.43035236,111.00534588
43.6766251,10.54893494
48.76628109,-122.45991357
35.32795407,139.40702092
35.32768631,139.40481567
37.58248286,-84.79108269
35.83346182,138.39105253
41.72345095,-89.25759518
43.62896601,-79.41468358
51.44334302,0.08489099
42.45932303,-71.08074052
-24.11229929,-49.32725386
18.02154754,-66.57110035
35.73122835,139.71414653
41.22691956,-96.04941356
35.80903524,-78.3973534
17.61290731,121.72948122
45.4260033,12.36085581
-26.09166844,28.08098419
52.45369981,-2.06856713
40.71700451,30.37237407
37.51952947,127.12254524
40.18338734,-74.01101079
22.92001548,72.65495806
35.65991081,139.69997818
37.72232892,27.25416321
-34.6109596,-58.44587358
14.54977831,121.04693354
40.75120348,-73.99344706
38.9832995,-1.8543593
38.05272647,-84.44990753
-24.02812133,-46.49757385
51.50321309,-0.05772114
42.63454755,-83.6215545
35.66002947,139.69981062
-6.24448438,106.85738984
51.41676634,-116.21599674
-4.3048,15.31118
39.75708206,19.64705874
55.7524079,37.62691051
-7.5215795,110.5982313
25.40844694,55.47070932
-6.9635975,107.627451
53.89917711,27.5599288
25.52306918,55.71560147
41.87647003,12.54701317
25.24596986,55.31514017
18.35395576,-65.76801341
-18.79056076,-52.61463549
40.75711,-73.997287
35.360477,138.72756377
22.59859849,88.40472414
10.31281564,123.91898629
51.15150139,-114.11174674
-24.11390893,-49.33671784
-22.82615252,-43.31176229
51.49737554,-0.13383809
25.37109487,51.53986931
-1.4478367,-48.47241302
51.210955,-116.0732945
46.333869,-0.474455
36.18278736,-94.51684741
45.42743258,35.81312727
45.42743258,35.81312727
16.82365799,96.14039367
10.31152042,123.91818523
43.390267,-5.802133
34.91430283,137.00778198
45.4296609,35.81690978
-6.3479912,106.80471045
51.9489384,-1.95754919
-22.22031611,-54.8283232
34.75603004,32.41594683
38.03500094,-84.90847226
-34.57101338,-58.42208137
45.89039993,6.13940001
21.42219855,39.82596887
35.73129241,139.71426971
35.65992647,139.69995503
35.65992647,139.69995503
41.03132277,28.93893778
-6.348082,106.804825
-38.74509679,-72.95200825
14.53407287,121.02689432
41.06971503,28.92159797
2.99437435,101.81977026
39.25519898,-75.82831509
-23.5720201,-46.71058626
19.06565,72.83789
-22.91230988,-43.23025703
-23.9600189,-46.33385181
35.16666794,-80.71099854
36.72537289,34.50438979
12.57536736,-70.0450427
12.57536736,-70.0450427
-23.52396713,-46.81621509
14.60320677,121.05103254
51.78500239,-0.04124276
61.53221654,-149.82844192
14.57857993,120.98976343
12.76814174,100.93317455
35.65994486,139.69992826
35.65997206,139.69991916
54.67709474,-1.21249697
54.67705984,-1.21258719
45.36472414,36.49947975
45.38123901,36.52181091
45.38123901,36.52181091
39.074456,1.590853
1.496666,103.681956
36.1963457,29.645627
25.40829273,55.46621937
3.63540616,98.87901306
-6.2346343,106.62952467
40.545097,14.234971
39.95052914,-75.14994061
45.43137525,35.82043166
