"lng","lat"
-1.4820842,53.5568117
115.39204,-2.1526
-3.3958693,55.900224
100.64208269,13.76714723
121.01241855,14.54857492
-1.64548343,54.94839814
115.89421694,-32.00289307
-93.27190968,37.05387834
-0.13768759,50.83567923
-6.22202996,53.30640291
103.8165819,1.4503362
9.17825629,45.46418233
106.79047,-6.24652
28.1026839,-25.6428815
-74.39341891,40.50944546
115.1709,-8.65708
106.61472,-6.17335
-2.22328678,53.39023625
-2.27372874,53.48656351
153.42849255,-28.00201783
-1.19165274,53.14404852
120.32546254,-4.55399052
-3.16767115,55.88036595
123.89699398,10.3043481
14.41879885,50.08177849
174.7643614,-36.8430459
-3.39872424,50.63212205
-117.37041146,47.6059606
-0.1827865,50.84627369
-0.04517773,51.50024096
138.4751773,-35.13854169
106.85624069,-6.3003901
-73.08411636,41.53238887
-1.44187466,52.35549279
-0.34313098,53.7626484
-1.83317616,53.84430751
-2.67007433,53.40593262
-4.22439602,55.84858089
-80.59011393,40.0809409
144.85208042,-37.66742112
106.81120359,-6.57505933
101.77580961,3.1280235
-76.09968756,43.06146805
103.7498792,1.4735447
106.6774671,-6.2914756
28.3683481,-25.706466
1.27840806,52.0665221
21.8932918,43.3059046
-73.4381942,40.71210662
13.2902813,52.55437219
-0.06513741,50.81740627
-72.60608149,41.69940443
35.9155859,33.8445467
106.85288,-6.15559
-0.55905182,51.39462693
-84.77369609,43.58418924
-84.1853651,33.8077926
-1.778665,52.40961865
103.7015321,1.5215622
-73.97553804,41.20090127
-86.56042401,39.15886115
-1.41954998,54.98704148
-1.13775115,52.62991658
-1.82328594,51.08525165
-82.23012851,33.46708869
12.5016152,9.20348777
-80.59639451,41.05611817
121.03503585,14.54711475
-0.27590891,51.61290186
-0.04332879,51.47946946
-0.22242721,51.37376855
119.83578466,-0.88682212
34.515906,28.48947676
-4.25540107,55.85765093
-121.27844363,37.81366509
-2.24265616,53.47619098
-0.77034983,51.4119636
120.81216761,14.84869361
-49.64416,-27.21093
-6.35238721,53.34061165
0,0
-61.22626,13.16602
-71.20229057,-32.731395
-1.433189,6.0972488
-1.37740095,54.90384869
-4.86578066,55.79277214
139.02878302,36.36509867
123.85072145,10.25506051
-6.23498575,53.31520091
-73.98972935,40.70603633
-73.38958772,41.99894007
-0.13302682,51.51727899
-77.44967564,38.84245794
28.18914535,-25.74712068
-84.05967526,39.65794325
-80.60439491,35.3714606
3.28233,6.59536
0.28879311,51.63251507
-4.12607897,55.94717424
-81.40741658,40.85003383
35.02589154,-15.80031445
-73.9082136,40.7630173
-80.23063646,33.00855658
-3.21445623,51.49621541
151.21461868,-33.85818378
-2.90377454,53.42811407
-2.99832973,56.20830631
-3.5261551,50.73013999
115.21682,-8.67601
-81.38611358,28.75367756
36.71918602,-1.22405087
-1.55853376,54.84697117
-2.61710795,51.40578233
106.82787895,-6.20641048
-74.62480413,40.22555209
110.32486606,1.58890603
3.27074,6.67382
-2.54953552,51.51438462
-95.44725761,30.13373877
-71.92239052,41.7630087
3.5199823,6.4606053
103.95567444,1.37606099
-1.40928075,54.98209278
0.03136232,51.56422054
-84.99811429,38.15335521
-75.97235179,36.82323347
-77.16812344,39.15770137
-3.7718565,56.13651493
125.5874358,7.0812392
-121.76093552,38.54494907
-1.32505714,54.52895209
79.83803867,8.02694143
-1.1205901,51.9559856
-1.43820298,54.87352515
-2.18783636,53.47266132
-95.53883236,30.13937589
-0.48563409,51.76169329
-73.93711377,40.81506546
28.12990308,-26.00298857
106.8587,-6.24115
-95.35784519,30.04472159
0.59720343,50.99232487
18.4671275,-33.954342
31.1734,48.3829
-71.3127347,41.47460197
-93.21545964,30.20014271
8.6742,9.0846
-157.82667981,21.27990176
-0.25421,5.67431
12.6654,64.5565
19.1343,51.9189
-80.62163087,35.30441489
50.59041023,26.24024933
-77.02577253,38.93753821
-98.63924604,29.46442083
-46.40635671,-23.55221188
101.74993719,2.97969022
-74.49295603,40.50156413
-1.62470159,54.98169241
17.5514,62.1984
-123.73618796,48.38387619
5.32986,52.1082
107.60993,-6.91309
-1.3195549,51.11285861
0.151141,51.4900938
151.27371311,-33.89128926
-71.3019821,41.76007822
4.4768,50.501
-2.76663763,53.43575877
35.4317,38.9577
-2.23,54.3141
-3.5206715,50.72911093
101.58632092,3.07447177
-0.07563722,51.50410719
101.69540599,3.21893388
-2.2819767,53.4657505
-77.029,38.8991
20.07420396,32.12833832
-0.1271,51.5063
-3.16806551,51.48369439
121.02520456,14.20652309
-1.3697056,54.7379802
-73.991589,40.757525
-0.9682399,51.43791247
9.16769938,45.44978416
-5.10289915,37.23188276
-1.69126889,51.69460186
-84.23066681,39.66093094
-71.76577273,42.53074047
100.4338465,5.4945074
-2.0662016,52.4987357
120.99241297,14.57145367
-0.08582435,51.51099664
-77.02714087,41.42200953
0.89063471,51.89319197
-84.03734911,34.14215069
101.61290288,3.15701892
144.937939,-37.812113
103.85551066,1.31071977
27.90202553,-26.17106044
-0.66883933,51.30542215
-0.71675964,52.50142716
27.8599427,-26.7131364
-0.2292836,5.5626271
-4.16879974,55.77721581
115.17283732,-8.80061152
-83.24449882,42.04455882
-78.78062077,42.89587501
106.9132,-6.29043
-71.59705265,42.35354902
-2.96757129,53.40219492
115.89422424,-32.00288035
-0.30680116,50.95638416
-0.42568607,51.92362233
-1.48513319,55.03886921
-4.32076456,55.80465193
-82.98639267,38.73405082
103.77278216,1.38809951
-1.62395179,54.97357324
100.500184,6.4659246
-74.1564703,40.83913875
-0.70714219,51.57696095
102.3297662,6.0878932
-3.24192163,55.97932915
-6.2466585,57.45091958
-86.57728161,34.70209693
-0.10436819,51.52088312
18.47150319,-33.95510291
-78.5358104,35.3866543
174.9812087,-41.1810965
12.1512344,57.74367
145.72075784,15.20397299
102.2513668,2.1889934
106.7153,-6.13437
120.5896988,18.1946035
153.01975312,-27.4673643
-76.61257729,39.30226214
144.85203625,-37.66735662
101.70768342,3.03361882
-84.3136246,34.046372
101.922333,2.6137732
-0.6958346,50.7982078
-0.14673504,51.61315748
-1.80043046,51.56645836
18.47332505,-33.96158815
-2.62157324,50.95196086
107.02247,-6.87526
-80.8505559,35.21945128
151.41213354,-33.29773266
101.66108496,2.98017207
-2.9338318,53.39508815
-80.09941329,36.10273601
121.16844306,13.91457437
18.05742308,59.31004351
-0.36019301,50.81343646
-76.79597,17.98233
37.7536876,55.54873747
0.058765,51.40509046
-80.39987748,36.13552954
106.79296,-6.19235
3.08001214,50.37211592
-2.66131335,53.72699597
-83.92146136,34.21856863
-75.33045776,39.98622057
121.04152215,14.56079915
-1.57749141,54.78045697
-0.0537856,53.5655482
-0.13532786,51.49924662
6.0936439,7.8435026
19.93823508,50.05428201
-0.13849423,51.62719646
-2.09963862,57.14604707
55.38008027,25.32462727
-98.56231626,29.60723308
-0.19521941,54.0969779
-79.9723034,39.6600592
-0.10779787,51.51677516
-64.19775085,45.82977564
113.24842,-7.1987
4.13536754,50.90006656
-1.15126186,52.96233519
-1.1898125,54.65750082
149.13104741,-35.27075931
106.80853,-6.1875
101.8108315,2.8708128
-123.28262739,44.56375124
-1.91853309,52.6788781
-1.4820842,53.5568117
-2.57136765,53.36536626
-80.18081643,40.49677832
101.922333,2.6137732
-1.8941951,52.4778166
2.73342295,48.85718357
-81.15115637,43.00775494
0.0475903,51.4577228
120.7719405,14.2699976
1.04695675,51.29192634
-75.7503995,40.2747924
-1.87154691,52.38648165
106.90921,-6.17526
-8.96853698,52.80226456
31.2325857,30.03186396
-46.9225242,-23.4457361
121.0383198,14.3371614
100.77991932,14.02619048
-1.59957027,54.99159223
119.45721,-5.14217
17.96033031,59.23146563
-4.20485938,51.68803015
107.68428,-6.90414
-81.89706966,28.17403699
120.94622975,14.65802411
28.155131,-26.1625714
-4.47649245,48.39663689
106.80618,-6.22332
-117.8640072,34.0195198
-1.54810334,53.79439666
98.68066933,3.57502654
-6.39356846,53.98429908
-76.97643721,38.94748532
-0.0604248,51.51934522
-77.31817838,40.14633089
55.39451248,25.36592473
-80.03643036,32.8843084
35.5134275,38.7173989
100.31537,5.3656856
-0.19467627,51.50693408
-2.79160213,53.50182332
-3.93068411,51.66295674
-121.27686933,38.57755997
85.3161177,27.7112031
-94.29714295,36.27549185
124.8449,1.44116
121.07738073,14.60878507
-73.77009,40.60705
-0.32089278,51.51088863
144.86668689,-37.80597705
101.579424,3.038498
106.63719,-6.22148
141.59712659,-38.36477158
-2.8907763,53.25924996
106.83618,-6.39059
-0.48170269,51.60570321
101.922333,2.6137732
9.14684517,45.18947765
-2.50666309,51.46247276
50.54036147,26.23922471
-0.14148384,51.54688643
7.09833065,4.86682845
-117.2117935,33.789338
-7.62083094,52.08990314
-74.10844662,40.94199156
121.09845257,14.62836354
-3.3740029,51.7539238
-73.37453722,40.79666616
-85.29038203,34.72774972
151.1841649,-33.8932285
-1.09858847,53.29999689
110.8472711,-7.6853878
-3.1834959,55.8652635
-83.27774624,43.08352343
100.51805739,13.6686985
150.80224295,-33.62197153
-4.28063609,55.61069942
50.20668231,26.20312441
-0.5555781,53.2217855
-1.02585133,52.22886549
-63.67378781,44.78228978
-81.61163284,28.77839342
-119.82765907,34.42917677
102.3297662,6.0878932
-1.5813978,55.0006422
-2.12324239,53.34053617
-7.6356551,54.3424522
106.8958129,-6.2849576
151.76437378,-32.77140427
-83.91657704,35.95501612
102.3297662,6.0878932
121.0111761,14.40678312
-4.48728732,55.60845776
55.27797958,25.19585661
4.3771896,50.8400444
-82.25366848,27.07779189
-71.41588173,41.95569208
-84.0354512,33.77547596
-0.93183764,52.47815202
-97.74460864,30.2907599
